FMID,MarketName,Website,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
1001128,"Downtown Houma Farmers, Fishermen and Artisans Market",,7910 West Park Avenue,Houma,Terrebonne,Louisiana,70360,January to December,Sat:8:00 AM - 12:00 PM;,,,,,,,-90.743724900000004,29.608616600000001,Local government building grounds,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,05/17/12 09:52
1003252,Downtown Jackson Grand River Farmers Market,http://www.jacksondda.org,117 W. Louis Glick Hwy,Jackson,Jackson,Michigan,49201,06/04/2013 to 11/02/2013,Tue: 8:00 AM-1:00 PM;Fri: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,-84.406019999999998,42.248764000000001,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,06/11/13 15:00
1008690,Downtown Jamestown Farmers Market,http://www.jrconline.org,119-121 W. Third St,Jamestown,Chautauqua,New York,14701,06/07/2013 to 10/25/2013,Fri: 10:00 AM-3:00 PM;,,,,,,,-79.243009000000001,42.095770999999999,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,06/27/13 16:10
1003282,Downtown Johnstown Farmer's Market,http://www.cityofjohnstownpa.net,Main Street,Johnstown,Cambria,Pennsylvania,15901,May to October,Fri:9:00 AM - 2:00 PM;,,,,,,,-78.918271000000004,40.325608000000003,Other,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,05/ 1/12 08:53
1008415,Downtown Kaukauna Farmer's Market,http://www.cityofkaukauna.com/departments/farmers-market,101 Crooks Ave.,Kaukauna,Outagamie,Wisconsin,54130,06/08/2013 to 10/19/2013,Sat: 7:30 AM-12:00 PM;,,,,,,,-88.270949999999999,44.277377000000001,Local government building grounds,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,06/25/13 10:58
1006656,Downtown La CFM,,650 W 5Th Street,LOS ANGELES,LOS ANGELES,California,,,,,,,,,,-118.254,34.0505,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001809,Downtown Laramie Farmer's market,http://www.farmersmarketlaramie.com/,207 Grand Ave,Laramie,Albany,Wyoming,82070,July to September,Fri:3:00 PM - 7:00 PM;,,,,,,,-105.5944156,41.311076399999997,Closed-off public street,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,09/ 7/12 20:17
1005146,Downtown Laramie Farmer's Market,http://www.la.com,555 main st,Laramie,Albany,Wyoming,82072,,,,,,,,,-105.584278,41.323459,Healthcare Institution,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,09/ 7/12 18:53
20081,Downtown LaSalle Canal Market,,First and Marquette Streets,LaSalle,,Illinois,61301,,,,,,,,,-89.095399999999998,41.328099999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
1003020,Downtown Laurel Farmers Market,http://www.laurelmainstreet.com,Central Ave and Commerce Street,Laurel,Jones,Mississippi,39440,"May 17, 2012 to August 24, 2012",Thu:4:00 PM - 6:30 PM;,,,,,,,-89.131110500000005,31.692530699999999,Closed-off public street,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,05/ 7/12 11:48
1006384,Downtown Lee's Summit Farmers Market,http://www.downtownls.org,113 SE Douglas Street,Lee's Summit,Jackson,Missouri,64063,04/06/2013 to 11/30/2013,Wed: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,,,,,,,-94.377099999999999,38.914299999999997,Other,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,07/16/13 16:02
1007038,DOWNTOWN LIMA FARMERS' MARKET,,221 N. Main St. SW CORNER OF TOWN SQ.,LIMA,Allen County,Ohio,,,,,,,,,,-84.104799999999997,40.741799999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1006672,Downtown Lombard French Market,,2 Blocks East of Main Street on the South Side of St. Charles Road in Downtown,Lombard,DuPage,Illinois,60148,June to September,Sat:9:00 AM - 2:00 PM;,,,,,,,-88.014928999999995,41.887709999999998,Private business parking lot,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,05/ 3/12 16:27
1003030,Downtown Manhattan Farmers Market Inc. I,,5th & Humboldt,Manhattan,Riley,Kansas,66502,,,,,,,,,-96.563500000000005,39.180599999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 12 2010 7:30PM
1003031,Downtown Manhattan Farmers Market Inc. II,,Cico Park,Manhattan,Riley,Kansas,66503,,,,,,,,,-96.619699999999995,39.201500000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000717,Downtown Market,http://www.nprmainstreet.com,Historic District,New Port Richey,Pasco,Florida,34652,,,,,,,,,-82.719300000000004,28.244199999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006791,Downtown Marquette Farmers Market,http://www.mqtfarmersmarket.com,112 S. Third St.,Marquette,Marquette,Michigan,49855,May to October,Sat:9:00 AM - 2:00 PM;,,,,,,,-87.395417100000003,46.543471199999999,Local government building grounds,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,06/ 5/12 18:34
1004635,Downtown Melbourne Farmers Market,http://www.tcsfoods.com,1900 South Harbor city Blvd,Melbourne,Brevard,Florida,32940,January to December,Sat:10:00 AM - 4:00 PM;,,,,,,,-80.603825999999998,28.079208000000001,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,04/26/12 14:55
1002590,Downtown Mid-Week Market,http://www.maryalicepark.org,436 Main Ave,Twin Falls,Twin Falls,Idaho,83301,,,,,,,,,-114.465,42.543999999999997,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001301,Downtown Middleton Farmers' Market,http://www.downtownmiddleton.com/farmers_market,Terrace Avenue,Middleton,Dane,Wisconsin,53562,05/07/2013 to 10/15/2013,Tue: 3:00 PM-6:30 PM;,,,,,,,-89.516385999999997,43.094524999999997,Local government building grounds,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,06/17/13 20:26
1002546,Downtown Middletown Farmers Market,,Erie Way from Cottage St. to Montgomery St.,Middletown,Orange,New York,10940,June to October,Sat:8:00 AM - 1:00 PM;,,,,,,,-74.413364999999999,41.448591999999998,Closed-off public street,Y,N,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,05/ 7/12 10:11
1003977,Downtown Newport Farmers Market,,Corner Malcolm and Hwy 69,Newport,Jackson,Arkansas,72112,06/01/2013 to 10/31/2013,Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-91.277856600000007,35.606295299999999,Other,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,06/12/13 10:31
1008384,Downtown Novato Community Farmers Market,http://www.communityfarmersmarkets.com,Grant Avenue and Sherman Ave,Novato,Marin,California,94947,05/07/2013 to 09/24/2013,Tue: 4:00 PM-8:00 PM;,,,,,,,-122.567554,38.107041000000002,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,06/24/13 18:23
20082,Downtown Owosso Farmers Market,,Exchange Street in Downtown,Owosso,,Michigan,48867,,,,,,,,,-84.149299999999997,42.998699999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
1000679,Downtown Oxnard Certified Farmers' Market,,,Oxnard,Ventura,California,93030,January to December,Thu:9:00 am - 1:00 pm;,,,,,,,-119.084,34.456499999999998,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,04/11/11 18:49
1003664,Downtown Palo Alto Farmers' Market,http://www.pafarmersmarket.org,"Gilman St. @ Hamilton, behind the downtown post office",Palo Alto,Santa Clara,California,94301,May to December,Sat:8:00 AM - 12:00 PM;,,,,,,,-122.1591,37.445340000000002,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,05/ 2/12 19:30
1000070,Downtown PATH Greenmarket,http://www.grownyc.org,W Broadway - Barclay St & Park Pl,New York,New York,New York,10271,01/01/2013 to 12/31/2013,Tue: 8:00 AM-6:00 PM;,,,,,,,-74.008200000000002,40.712000000000003,Other,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,07/23/13 16:00
1005804,Downtown Petoskey Farmers Market,http://www.petoskey.com,Near corner of Howard & Michigan Streets,Petoskey,Emmet,Michigan,49770,June to September,Fri:8:30 am - 12:30 pm;,,,,,,,-84.955500000000001,45.3733,Closed-off public street,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,05/ 5/11 09:49
1007102,Downtown Pittsburgh Citiparks Farmers Market,,City-Country Building,Pittsburgh,Allegheny,Pennsylvania,15219,,,,,,,,,-79.995900000000006,40.440600000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008258,Downtown Pittsfield Farmers Market,http://www.farmersmarketpittsfield.org,57 First Street,Pittsfield,Berkshire,Massachusetts,1201,05/11/2013 to 10/26/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.250684000000007,42.450043000000001,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,06/20/13 10:04
1008533,Downtown Poplar Bluff Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2051,400 Main Street,Poplar Bluff,Butler,Missouri,63901,,Sat: 8:00 AM-;,,,,,,,-90.393029999999996,36.759334000000003,Local government building grounds,Y,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,06/26/13 10:57
1000304,Downtown Providence Farmers' Market,http://www.farmfreshri.org/find/farmersmarkets.php,Kennedy Plaza and Burnside Park,Providence,Providence,Rhode Island,2906,,,,,,,,,-71.409700000000001,41.826000000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008519,Downtown Ravenna Farmers Market,,Merdian St. and Cedar St.,Ravenna,Portage,Ohio,44266,05/23/2013 to 09/19/2013,Thu: 11:00 AM-2:00 PM;,,,,,,,-81.244684000000007,41.159033999999998,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,06/26/13 09:21
1007011,Downtown Rochester Farmers Market,,90 N. Main St.,Rochester,Strafford,New Hampshire,3867,,,,,,,,,-71.031000000000006,43.298900000000003,Private business parking lot,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,02/22/12 12:39
1007319,Downtown Rochester Farmers' Market,http://www.DowntownRochesterMI.com,Corner of E. Third & Water,Rochester,Oakland,Michigan,48307,05/04/2013 to 10/26/2013,Sat: 8:00 AM-1:00 PM;,,,,,,,-83.131950000000003,42.679094999999997,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,06/17/13 11:36
1006277,Downtown Saginaw Farmers' Market,http://www.saginawfarmersmarket.org,507 S. Washington Avenue (M-13),Saginaw,Saginaw,Michigan,48602,05/24/2013 to 10/30/2013,Mon: 10:00 AM-3:00 PM;Wed: 10:00 AM-3:00 PM;Fri: 10:00 AM-3:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-83.940911,43.428099000000003,Other,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,06/12/13 10:49
1006551,Downtown San Jose Farmers' Market,http://www.pcfma.com/downtownsanjose,18 N. San Pedro St.,San Jose,Santa Clara,California,95116,May to November,Fri:10:00 AM - 2:00 PM;,,,,,,,-121.893106,37.335574600000001,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,06/14/12 11:36
1004072,Downtown San Leandro Certified Farmers' Market,,Parrott Street and E. 14th Street,San Leandro,Alameda,California,94577,"April 18, 2012 to October 17, 2012",Wed:4:00 PM - 8:00 PM;,,,,,,,-122.153614,37.722349999999999,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,05/25/12 15:37
1002400,Downtown Saturday Market,http://www.murraymainstreet.org,201 S 4th Street,Murray,Calloway,Kentucky,42071,05/18/2013 to 10/26/2013,Sat: 7:00 AM-12:00 PM;,,,,,,,-88.302465999999995,36.609872000000003,Closed-off public street,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,06/24/13 14:57
1004580,Downtown Seymour Farmers Market,,Walnut St. & St Louis Ave,Seymour,Jackson,Indiana,47274,05/01/2013 to 09/30/2013,Mon: 7:00 AM-7:00 PM;Wed: 7:00 AM-7:00 PM;Sat: 7:00 AM-7:00 PM;,,,,,,,-85.891564000000002,38.957523000000002,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,06/17/13 16:47
1005698,Downtown Sharon Farmers Market,,41 Chestnut Street,Sharon,Mercer,Pennsylvania,16146,,,,,,,,,-80.510599999999997,41.232399999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001131,Downtown Sikeston Farmers' Market,http://www.DowntownSikeston.org,American Legion Square,Sikeston,Scott,Missouri,63801,June to November,Sat:8:00 am - 12:00 pm;,,,,,,,-89.588700000000003,36.8767,Local government building grounds,Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,05/ 5/11 12:02
1008260,Downtown South Boston Farmers' Market,http://www.downtownsouthboston.com/,300 Broad Street,South Boston,Please Select County,Virginia,24592,03/16/2013 to 12/31/2013,Mon: 8:00 AM-;Tue: 8:00 AM-;Wed: 8:00 AM-;Thu: 8:00 AM-;Fri: 8:00 AM-;Sat: 8:00 AM-;,,,,,,,-78.899970999999994,36.697854999999997,Local government building grounds,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,06/20/13 11:17
1000232,Downtown Sparta Farmers Market,http://www.spartachamber.com,72 N. Union,Sparta,Kent,Michigan,49345,June to September,Wed:2:00 pm - 6:00 pm;,,,,,,,-85.7072,43.162399999999998,Private business parking lot,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,04/19/11 14:16
1005500,Downtown Steubenville Farmers' Market,,300 South 4th Street,Steubenville,Jefferson,Ohio,,June to October,,,,,,,,-80.616900000000001,40.357300000000002,Private business parking lot,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,04/25/11 13:13
1002161,Downtown Sumter Farmers Market,http://www.downtownsumter.com,Main St. & Liberty St.,Sumter,Sumter,South Carolina,29151,,,,,,,,,-80.341700000000003,33.920400000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001208,"Downtown Sylvester Farmers Market, INC.",,102 S. Main Street,Sylvester,Worth,Georgia,31791,May to November,Sat:9:00 AM - 1:00 PM;,,,,,,,-83.835768999999999,31.525288,Local government building grounds,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,05/30/12 09:24
1000550,Downtown Syracuse Farmers Market,http://www.downtownsyracuse.com,Clinton Square,Syracuse,Onondaga,New York,13202,06/11/2013 to 10/08/2013,Tue: 7:00 AM-4:00 PM;,,,,,,,-76.152799999999999,43.050899999999999,Other,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,07/12/13 06:20
1002465,Downtown Terre Haute Farmers' Market,http://www.downtownterrehautefarmersmarket.com,9th Street and Cherry Street,Terre Haute,Vigo,Indiana,47807,June to October,Sat:8:00 AM - 12:00 PM;,November to May,Sat:8:00 AM - 12:00 PM;,,,,,-87.404439699999998,39.467545200000004,Private business parking lot,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,04/30/12 14:01
1002466,Downtown Terre Haute Farmers' Market,http://www.downtownterrehautefarmersmarket.com,8th Street & Lafayette,Terre Haute,Vigo,Indiana,47807,June to October,Wed:4:00 PM - 6:30 PM;,,,,,,,-87.405565800000005,39.482962100000002,Healthcare Institution,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,04/30/12 14:01
1004326,Downtown Tifton Farmers' Market,http://www.downtowntifton.com/?page_id=9,120 S. Tift Ave.,Tifton,Tift,Georgia,31794,05/18/2013 to 10/12/2013,Sat: 9:00 AM-12:30 PM;,,,,,,,-83.508488999999997,31.452691999999999,Local government building grounds,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,07/ 2/13 11:56
1001723,Downtown Topeka Farmers Market,http://www.downtowntopekafarmersmarket.com,10th & Topeka Blvd.,Topeka,Shawnee,Kansas,66618,,,,,,,,,-95.681600000000003,39.047400000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000723,Downtown Tracy Certified Farmers Market,http://www.sjcfarmersmarket.com,10th Street,Tracy,San Joaquin,California,95376,05/04/2013 to 10/26/2013,Sat: 8:00 AM-1:00 PM;,,,,,,,-121.42686399999999,37.738506000000001,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,06/27/13 23:43
1008154,Downtown Troy Farmers Market,http://www.Troymainstreet.org,Cherry Street,Troy,Miami,Ohio,45373,06/22/2013 to 09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-84.204573999999994,40.039448,Closed-off public street,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,06/16/13 16:55
1000505,Downtown Tulsa Farmers Market,http://www.localharvest.org,Third and Boston,Tulsa,Tulsa,Oklahoma,74101,,,,,,,,,-95.990380000000002,36.153959999999998,,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,06/28/13 23:44
1003637,Downtown Tupelo Farmers Market,http://www.tupelomainstreet.com,415 South Spring Street,Tupelo,Lee,Mississippi,38801,05/18/2013 to 10/26/2013,Tue: 6:00 AM-12:00 PM;Thu: 6:00 AM-12:00 PM;Sat: 6:00 AM-12:00 PM;,,,,,,,-88.704387999999994,34.254717999999997,Local government building grounds,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,06/24/13 17:06
1008005,Downtown Uniontown Farmers Market,,Main Street,Uniontown,Fayette,Pennsylvania,15401,,,,,,,,,-79.724864999999994,39.901283999999997,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,04/ 1/13 17:13
1000171,Downtown Valdosta Farm Days,http://www.valdostamainstreet.com/activities/farm-days/,100 E. Central Ave,Valdosta,Lowndes,Georgia,31601,05/04/2013 to 10/19/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.279103000000006,30.832294999999998,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,06/18/13 11:02
1006959,Downtown Vero Green Market,,"Heritage Center in Downtown Vero Beach, located at the intersection of 14th Avenue and 21st Street",Vero Beach,Indian River County,Florida,,,,,,,,,,-80.399799999999999,27.639700000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1001816,Downtown Waterfront Market,http://www.downtownwaterfrontmarket.com,113 South Water St.,Elizabeth City,Pasquotank,North Carolina,27909,,,,,,,,,-76.218599999999995,36.299100000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 21 2010 11:58AM
1007243,Downtown Waterloo Farmers Market,http://www.mainstreetwaterloo.org,420 Jefferson Street,Waterloo,Black Hawk,Iowa,50701,,,,,,,,,-92.342100000000002,42.495600000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010 2:54PM
1003574,Downtown Waterville Farmers' Market,http://www.watervillefarmersmarket.org,Corner of Appleton & Main Streets,Waterville,Kennebec,Maine,4901,,,,,,,,,-69.631,44.551200000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010 2:08PM
1006512,Downtown Wellsboro Farmers Market,,"Wellsboro Plaza, next to Post Office",Wellsboro,Tioga,Pennsylvania,16901,,,,,,,,,-77.288899999999998,41.747199999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007831,Downtown Westminster Farmers' Market,http://www.westminsterfarmfresh.com,Railroad Ave. (MD27) & Emerald Hill Lane,Westminster,Carroll,Maryland,21157,,,,,,,,,-76.819400000000002,39.064100000000003,Private business parking lot,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,08/ 9/11 10:43
1004571,Downtown Yankton Summer Market,http://www.downtownyankton.com,,Yankton,Yankton,South Dakota,57078,,,,,,,,,-97.393799999999999,42.869900000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000675,Downtown Ypsilanti Farmers' Market,http://www.growinghope.net,,Ypsilanti,Washtenaw,Michigan,48197,05/07/2013 to 10/29/2013,Tue: 2:00 PM-6:00 PM;,,,,,,,-83.616749999999996,42.239797000000003,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,06/17/13 14:38
1008537,Dowtown Rolla Farmers' Market,http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=642,9th Street and Hollaway,Rolla,Phelps,Missouri,65401,05/07/2013 to 09/24/2013,Tue: 7:00 AM-12:00 PM;,,,,,,,-91.761915000000002,37.950360000000003,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/26/13 11:06
1001512,Doyle Valley Farmers Market,,S Walnut St. & Santa Fe Park,Peabody,Marion,Kansas,66866,,,,,,,,,-97.106459999999998,38.16422,Other,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,06/27/13 16:30
1005052,Doylestown Farmers Market,,177 Portage St.,Doylestown,Wayne,Ohio,44230,,,,,,,,,-81.695599999999999,40.970599999999997,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004983,Doylestown Farmers' Market,http://www.buckinghampacivic.org,S. Hamilton St. and W. State St.,Doylestown,Bucks,Pennsylvania,18901,,,,,,,,,-75.131270999999998,40.309050999999997,Closed-off public street,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06/12/13 14:41
1008646,Dr. Phillips Farmers Market,http://www.drphillipsfarmersmarket.com,7000 Dr. Phillips Blvd,Orlando,Orange,Florida,32819,01/01/2013 to 12/31/2013,Sun: 10:00 AM-2:00 PM;,,,,,,,-81.493887000000001,28.459412,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,06/27/13 12:57
1004280,Drake Farmers Market,,Main St-6th Ave,Drake,McHenry,North Dakota,58736,July to October,Tue:5:00 PM - 7:00 PM;,,,,,,,-100.371695,47.927227999999999,Other,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,04/29/12 15:54
1001262,Drake Neighborhood Farmers Market,http://www.drakefarmersmarket.com,2500 University Avenue,Des Moines,Polk,Iowa,50311,06/05/2013 to 09/25/2013,Wed: 4:00 PM-7:00 PM;,,,,,,,-93.651200000000003,41.6,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,06/11/13 01:46
1004980,"Drake Road Farmers' Market, LLC",http://www.drakeroadfarmersmarket.com,802 W. Drake Road,Fort Collins,Larimer,Colorado,80526,04/13/2013 to 09/28/2013,Sat: 10:00 AM-1:00 PM;,,,,,,,-105.09129129999999,40.553086,Private business parking lot,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,06/27/13 16:33
1002597,Draper Valley Farmer's Market,,3054 Greenbriar Road,Draper,Pulaski,Virginia,24324,May to October,,,,,,,,-80.742199999999997,37.000900000000001,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,04/29/11 22:12
